TF_id	chip_prefix	peak_id	chrom	peak_start_1based	peak_end_1based	peak_center_1based	peak_score	peak_signal	neglog10q	strength_tier	nearest_gene	TU_id	gene_list	strand	TSS_like	promoter_start	promoter_end	rel_pos_to_TSS	abs_rel_pos	overlap_bp	mapping_rank	mapping_status	tu_context	genomic_region_chip
Cgl2111	Cgl2111-1	Cgl2111-1_peak_54	NC_006958.1	1789453	1800748	1793118	1321	2.52022	128.652	very_strong	CGTRNA_RS08475	TU_973	Cgl1696	-	1798757	1798707	1799057	5639	5639	351	10	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_54	NC_006958.1	1789453	1800748	1793118	1321	2.52022	128.652	very_strong	CGTRNA_RS08475	TU_974	Cgl1696	-	1798757	1798707	1799057	5639	5639	351	11	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_54	NC_006958.1	1789453	1800748	1793118	1321	2.52022	128.652	very_strong	CGTRNA_RS08475	TU_975	Cgl1696	-	1798757	1798707	1799057	5639	5639	351	12	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_54	NC_006958.1	1789453	1800748	1793118	1321	2.52022	128.652	very_strong	CGTRNA_RS08475	TU_976	Cgl1696	-	1798757	1798707	1799057	5639	5639	351	13	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_54	NC_006958.1	1789453	1800748	1793118	1321	2.52022	128.652	very_strong	CGTRNA_RS08475	TU_977	Cgl1697	+	1799182	1798882	1799232	-6064	6064	351	14	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_54	NC_006958.1	1789453	1800748	1793118	1321	2.52022	128.652	very_strong	CGTRNA_RS08475	TU_978	Cgl1698	+	1799473	1799173	1799523	-6355	6355	351	15	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_54	NC_006958.1	1789453	1800748	1793118	1321	2.52022	128.652	very_strong	CGTRNA_RS08475	TU_979	Cgl1699	-	1800604	1800554	1800904	7486	7486	195	16	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_54	NC_006958.1	1789453	1800748	1793118	1321	2.52022	128.652	very_strong	CGTRNA_RS08475	TU_980	Cgl1700-Cgl1701	+	1800834	1800534	1800884	-7716	7716	215	17	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_62	NC_006958.1	1834865	1838972	1837142	1317	2.11696	128.256	very_strong	CGTRNA_RS08700	TU_2440	priP-Cgl1740	+	1836675	1836375	1836725	467	467	351	1	primary	inside_transcribed_region	dist_intergenic
Cgl2111	Cgl2111-1	Cgl2111-1_peak_62	NC_006958.1	1834865	1838972	1837142	1317	2.11696	128.256	very_strong	CGTRNA_RS08700	TU_1007	Cgl1738	-	1834928	1834878	1835228	-2214	2214	351	2	secondary	intergenic_unassigned	dist_intergenic
Cgl2111	Cgl2111-1	Cgl2111-1_peak_83	NC_006958.1	1915353	1918615	1915671	1259	2.5159	122.494	very_strong	CGTRNA_RS09010	TU_1053	Cgl1804	-	1916233	1916183	1916533	562	562	351	1	primary	inside_transcribed_region	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_83	NC_006958.1	1915353	1918615	1915671	1259	2.5159	122.494	very_strong	CGTRNA_RS09010	TU_1054	Cgl1805	+	1916374	1916074	1916424	-703	703	351	2	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_83	NC_006958.1	1915353	1918615	1915671	1259	2.5159	122.494	very_strong	CGTRNA_RS09010	TU_1055	Cgl1806	+	1916944	1916644	1916994	-1273	1273	351	3	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_83	NC_006958.1	1915353	1918615	1915671	1259	2.5159	122.494	very_strong	CGTRNA_RS09010	TU_1056	Cgl1808-Cgl1807	-	1918208	1918158	1918508	2537	2537	351	4	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_59	NC_006958.1	1828390	1830427	1829042	1257	2.40561	122.38	very_strong	CGTRNA_RS08675	TU_1005	Cgl1735	-	1829900	1829850	1830200	858	858	351	1	primary	intergenic_unassigned	dist_intergenic
Cgl2111	Cgl2111-1	Cgl2111-1_peak_111	NC_006958.1	2947031	2950104	2948953	1237	2.56877	120.359	very_strong	CGTRNA_RS13795	TU_1754	cgtS6	-	2949189	2949139	2949489	236	236	351	1	primary	inside_transcribed_region	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_111	NC_006958.1	2947031	2950104	2948953	1237	2.56877	120.359	very_strong	CGTRNA_RS13795	TU_1746	cgtR6	-	2949883	2949833	2950183	930	930	272	2	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_111	NC_006958.1	2947031	2950104	2948953	1237	2.56877	120.359	very_strong	CGTRNA_RS13795	TU_1747	cgtR6	-	2949883	2949833	2950183	930	930	272	3	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_111	NC_006958.1	2947031	2950104	2948953	1237	2.56877	120.359	very_strong	CGTRNA_RS13795	TU_2748	tnp8a(ISCg8a)	-	2947887	2947837	2948187	-1066	1066	351	4	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_111	NC_006958.1	2947031	2950104	2948953	1237	2.56877	120.359	very_strong	CGTRNA_RS13795	TU_2749	tnp8a(ISCg8a)-tnp8b(ISCg8a)	-	2947887	2947837	2948187	-1066	1066	351	5	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_111	NC_006958.1	2947031	2950104	2948953	1237	2.56877	120.359	very_strong	CGTRNA_RS13795	TU_1535	Cgl2765	+	2950208	2949908	2950258	-1255	1255	197	6	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_84	NC_006958.1	1919086	1923089	1920972	1160	2.64588	112.86	very_strong	CGTRNA_RS15910	TU_1059	Cgl1811	-	1921276	1921226	1921576	304	304	351	1	primary	inside_transcribed_region	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_84	NC_006958.1	1919086	1923089	1920972	1160	2.64588	112.86	very_strong	CGTRNA_RS15910	TU_1058	Cgl1810	-	1920194	1920144	1920494	-778	778	351	2	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_84	NC_006958.1	1919086	1923089	1920972	1160	2.64588	112.86	very_strong	CGTRNA_RS15910	TU_1057	Cgl1809	-	1919461	1919411	1919761	-1511	1511	351	3	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_103	NC_006958.1	2664991	2667568	2666419	1126	2.6923	109.554	very_strong	CGTRNA_RS12545	TU_1870	dinG	+	2666116	2665816	2666166	303	303	351	1	primary	inside_transcribed_region	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_103	NC_006958.1	2664991	2667568	2666419	1126	2.6923	109.554	very_strong	CGTRNA_RS12545	TU_1441	Cgl2518	+	2665688	2665388	2665738	731	731	351	2	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_66	NC_006958.1	1854450	1856694	1855089	1122	2.84551	109.186	very_strong	CGTRNA_RS08785	TU_1018	Cgl1757	+	1855058	1854758	1855108	31	31	351	1	primary	inside_TU_promoter	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_66	NC_006958.1	1854450	1856694	1855089	1122	2.84551	109.186	very_strong	CGTRNA_RS08785	TU_1019	Cgl1758	+	1855532	1855232	1855582	-443	443	351	2	secondary	upstream_near_TU	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_66	NC_006958.1	1854450	1856694	1855089	1122	2.84551	109.186	very_strong	CGTRNA_RS08785	TU_1020	Cgl1761, Cgl1760, Cgl1759	+	1856885	1856585	1856935	-1796	1796	110	3	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_86	NC_006958.1	1941604	1950122	1942778	1122	2.49639	109.174	very_strong	CGTRNA_RS09140	TU_1086	Cgl1832	+	1942510	1942210	1942560	268	268	351	1	primary	near_TU_end	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_86	NC_006958.1	1941604	1950122	1942778	1122	2.49639	109.174	very_strong	CGTRNA_RS09140	TU_1085	Cgl1831	-	1942484	1942434	1942784	-294	294	351	2	secondary	inside_TU_promoter	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_86	NC_006958.1	1941604	1950122	1942778	1122	2.49639	109.174	very_strong	CGTRNA_RS09140	TU_1087	Cgl1835, Cgl1834, Cgl1833	+	1943095	1942795	1943145	-317	317	351	3	secondary	upstream_near_TU	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_86	NC_006958.1	1941604	1950122	1942778	1122	2.49639	109.174	very_strong	CGTRNA_RS09140	TU_1088	Cgl1836	-	1945435	1945385	1945735	2657	2657	351	4	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_86	NC_006958.1	1941604	1950122	1942778	1122	2.49639	109.174	very_strong	CGTRNA_RS09140	TU_1089	Cgl1837	-	1945891	1945841	1946191	3113	3113	351	5	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_86	NC_006958.1	1941604	1950122	1942778	1122	2.49639	109.174	very_strong	CGTRNA_RS09140	TU_1090	Cgl1838	-	1946332	1946282	1946632	3554	3554	351	6	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_86	NC_006958.1	1941604	1950122	1942778	1122	2.49639	109.174	very_strong	CGTRNA_RS09140	TU_1091	Cgl1839	-	1947037	1946987	1947337	4259	4259	351	7	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_86	NC_006958.1	1941604	1950122	1942778	1122	2.49639	109.174	very_strong	CGTRNA_RS09140	TU_2452	psp3-Cgl1839	-	1948650	1948600	1948950	5872	5872	351	8	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_43	NC_006958.1	1401453	1403674	1403102	1101	2.70185	107.124	very_strong	CGTRNA_RS06680	TU_805	Cgl1339	+	1403128	1402828	1403178	-26	26	351	1	primary	inside_TU_promoter	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_43	NC_006958.1	1401453	1403674	1403102	1101	2.70185	107.124	very_strong	CGTRNA_RS06680	TU_806	Cgl1339-Cgl1340	+	1403128	1402828	1403178	-26	26	351	2	secondary	inside_TU_promoter	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_43	NC_006958.1	1401453	1403674	1403102	1101	2.70185	107.124	very_strong	CGTRNA_RS06680	TU_801	Cgl1338	+	1402272	1401972	1402322	830	830	351	3	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_43	NC_006958.1	1401453	1403674	1403102	1101	2.70185	107.124	very_strong	CGTRNA_RS06680	TU_802	Cgl1338	+	1402272	1401972	1402322	830	830	351	4	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_43	NC_006958.1	1401453	1403674	1403102	1101	2.70185	107.124	very_strong	CGTRNA_RS06680	TU_803	Cgl1338	+	1402272	1401972	1402322	830	830	351	5	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_43	NC_006958.1	1401453	1403674	1403102	1101	2.70185	107.124	very_strong	CGTRNA_RS06680	TU_804	Cgl1338	+	1402272	1401972	1402322	830	830	351	6	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_96	NC_006958.1	2221633	2224562	2222755	1093	2.69855	106.286	very_strong	rarD	TU_2026	glgX-Cgl2106	+	2221958	2221658	2222008	797	797	351	1	primary	inside_transcribed_region	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_96	NC_006958.1	2221633	2224562	2222755	1093	2.69855	106.286	very_strong	rarD	TU_2027	glgX-Cgl2106	+	2221958	2221658	2222008	797	797	351	2	secondary	inside_transcribed_region	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_96	NC_006958.1	2221633	2224562	2222755	1093	2.69855	106.286	very_strong	rarD	TU_1223	Cgl2105	-	2221828	2221778	2222128	-927	927	351	3	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_96	NC_006958.1	2221633	2224562	2222755	1093	2.69855	106.286	very_strong	rarD	TU_1224	Cgl2105	-	2221828	2221778	2222128	-927	927	351	4	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_96	NC_006958.1	2221633	2224562	2222755	1093	2.69855	106.286	very_strong	rarD	TU_1225	Cgl2105	-	2221828	2221778	2222128	-927	927	351	5	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_96	NC_006958.1	2221633	2224562	2222755	1093	2.69855	106.286	very_strong	rarD	TU_1226	Cgl2105	-	2221828	2221778	2222128	-927	927	351	6	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_58	NC_006958.1	1814424	1826314	1822374	1090	2.48217	106.016	very_strong	CGTRNA_RS08655	TU_998	Cgl1727	-	1822382	1822332	1822682	8	8	351	1	primary	inside_TU_promoter	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_58	NC_006958.1	1814424	1826314	1822374	1090	2.48217	106.016	very_strong	CGTRNA_RS08655	TU_999	Cgl1728	+	1822577	1822277	1822627	-203	203	351	2	secondary	inside_TU_promoter	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_58	NC_006958.1	1814424	1826314	1822374	1090	2.48217	106.016	very_strong	CGTRNA_RS08655	TU_1000	Cgl1729	+	1824371	1824071	1824421	-1997	1997	351	3	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_58	NC_006958.1	1814424	1826314	1822374	1090	2.48217	106.016	very_strong	CGTRNA_RS08655	TU_1001	Cgl1730	+	1824784	1824484	1824834	-2410	2410	351	4	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_58	NC_006958.1	1814424	1826314	1822374	1090	2.48217	106.016	very_strong	CGTRNA_RS08655	TU_996	Cgl1726	-	1819954	1819904	1820254	-2420	2420	351	5	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_58	NC_006958.1	1814424	1826314	1822374	1090	2.48217	106.016	very_strong	CGTRNA_RS08655	TU_997	Cgl1726	-	1819954	1819904	1820254	-2420	2420	351	6	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_58	NC_006958.1	1814424	1826314	1822374	1090	2.48217	106.016	very_strong	CGTRNA_RS08655	TU_1002	Cgl1731	-	1825606	1825556	1825906	3232	3232	351	7	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_58	NC_006958.1	1814424	1826314	1822374	1090	2.48217	106.016	very_strong	CGTRNA_RS08655	TU_1003	Cgl1731	-	1825606	1825556	1825906	3232	3232	351	8	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_58	NC_006958.1	1814424	1826314	1822374	1090	2.48217	106.016	very_strong	CGTRNA_RS08655	TU_1004	Cgl1732	+	1826024	1825724	1826074	-3650	3650	351	9	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_58	NC_006958.1	1814424	1826314	1822374	1090	2.48217	106.016	very_strong	CGTRNA_RS08655	TU_995	Cgl1724-Cgl1725	+	1818460	1818160	1818510	3914	3914	351	10	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_58	NC_006958.1	1814424	1826314	1822374	1090	2.48217	106.016	very_strong	CGTRNA_RS08655	TU_994	Cgl1722-Cgl1723	+	1817132	1816832	1817182	5242	5242	351	11	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_58	NC_006958.1	1814424	1826314	1822374	1090	2.48217	106.016	very_strong	CGTRNA_RS08655	TU_993	Cgl1721	+	1816451	1816151	1816501	5923	5923	351	12	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_58	NC_006958.1	1814424	1826314	1822374	1090	2.48217	106.016	very_strong	CGTRNA_RS08655	TU_992	Cgl1719-Cgl1720	+	1814863	1814563	1814913	7511	7511	351	13	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_33	NC_006958.1	1017184	1019405	1018049	1083	2.4118	105.311	very_strong	CGTRNA_RS04810	TU_604	Cgl0961	-	1017870	1017820	1018170	-179	179	351	1	primary	inside_TU_promoter	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_33	NC_006958.1	1017184	1019405	1018049	1083	2.4118	105.311	very_strong	CGTRNA_RS04810	TU_2231	mfd-Cgl0962	+	1018416	1018116	1018466	-367	367	351	2	secondary	upstream_near_TU	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_90	NC_006958.1	1961863	1963782	1962600	1050	2.62163	102.084	very_strong	CGTRNA_RS09230	TU_2450	psp1-Cgl1847	-	1963000	1962950	1963300	400	400	351	1	primary	inside_transcribed_region	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_90	NC_006958.1	1961863	1963782	1962600	1050	2.62163	102.084	very_strong	CGTRNA_RS09230	TU_1099	Cgl1849	-	1963429	1963379	1963729	829	829	351	2	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_30	NC_006958.1	836642	842882	842066	1040	2.47267	101.164	very_strong	CGTRNA_RS16310	TU_515	Cgl0798-Cgl0797	-	840745	840695	841045	-1321	1321	351	1	primary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_30	NC_006958.1	836642	842882	842066	1040	2.47267	101.164	very_strong	CGTRNA_RS16310	TU_514	Cgl0796	+	839630	839330	839680	2436	2436	351	2	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_30	NC_006958.1	836642	842882	842066	1040	2.47267	101.164	very_strong	CGTRNA_RS16310	TU_511	Cgl0795	+	838925	838625	838975	3141	3141	351	3	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_30	NC_006958.1	836642	842882	842066	1040	2.47267	101.164	very_strong	CGTRNA_RS16310	TU_512	Cgl0795	+	838925	838625	838975	3141	3141	351	4	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_30	NC_006958.1	836642	842882	842066	1040	2.47267	101.164	very_strong	CGTRNA_RS16310	TU_513	Cgl0795	+	838925	838625	838975	3141	3141	351	5	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_30	NC_006958.1	836642	842882	842066	1040	2.47267	101.164	very_strong	CGTRNA_RS16310	TU_2451	psp2-Cgl0795	+	837312	837012	837362	4754	4754	351	6	secondary	intergenic_unassigned	gene_body
Cgl2111	Cgl2111-1	Cgl2111-1_peak_85	NC_006958.1	1926210	1939933	1929657	1009	2.3644	98.0944	very_strong	CGTRNA_RS09060	TU_1065	Cgl1816	+	1928534	1928234	1928584	1123	1123	351	1	primary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_85	NC_006958.1	1926210	1939933	1929657	1009	2.3644	98.0944	very_strong	CGTRNA_RS09060	TU_1066	Cgl1817	-	1930879	1930829	1931179	1222	1222	351	2	secondary	inside_transcribed_region	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_85	NC_006958.1	1926210	1939933	1929657	1009	2.3644	98.0944	very_strong	CGTRNA_RS09060	TU_1064	Cgl1815	+	1928211	1927911	1928261	1446	1446	351	3	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_85	NC_006958.1	1926210	1939933	1929657	1009	2.3644	98.0944	very_strong	CGTRNA_RS09060	TU_1062	Cgl1814	-	1928189	1928139	1928489	-1468	1468	351	4	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_85	NC_006958.1	1926210	1939933	1929657	1009	2.3644	98.0944	very_strong	CGTRNA_RS09060	TU_1063	Cgl1814	-	1928189	1928139	1928489	-1468	1468	351	5	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_85	NC_006958.1	1926210	1939933	1929657	1009	2.3644	98.0944	very_strong	CGTRNA_RS09060	TU_1067	Cgl1818	-	1931190	1931140	1931490	1533	1533	351	6	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_85	NC_006958.1	1926210	1939933	1929657	1009	2.3644	98.0944	very_strong	CGTRNA_RS09060	TU_1068	Cgl1819	-	1931888	1931838	1932188	2231	2231	351	7	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_85	NC_006958.1	1926210	1939933	1929657	1009	2.3644	98.0944	very_strong	CGTRNA_RS09060	TU_1069	Cgl1820	-	1932315	1932265	1932615	2658	2658	351	8	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_85	NC_006958.1	1926210	1939933	1929657	1009	2.3644	98.0944	very_strong	CGTRNA_RS09060	TU_1061	Cgl1813	-	1926837	1926787	1927137	-2820	2820	351	9	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_85	NC_006958.1	1926210	1939933	1929657	1009	2.3644	98.0944	very_strong	CGTRNA_RS09060	TU_1070	Cgl1821	-	1932879	1932829	1933179	3222	3222	351	10	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_85	NC_006958.1	1926210	1939933	1929657	1009	2.3644	98.0944	very_strong	CGTRNA_RS09060	TU_1071	Cgl1821	-	1932879	1932829	1933179	3222	3222	351	11	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_85	NC_006958.1	1926210	1939933	1929657	1009	2.3644	98.0944	very_strong	CGTRNA_RS09060	TU_1060	Cgl1812	-	1926010	1925960	1926310	-3647	3647	101	12	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_85	NC_006958.1	1926210	1939933	1929657	1009	2.3644	98.0944	very_strong	CGTRNA_RS09060	TU_1072	Cgl1822	-	1934358	1934308	1934658	4701	4701	351	13	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_85	NC_006958.1	1926210	1939933	1929657	1009	2.3644	98.0944	very_strong	CGTRNA_RS09060	TU_1073	Cgl1823	-	1935912	1935862	1936212	6255	6255	351	14	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_85	NC_006958.1	1926210	1939933	1929657	1009	2.3644	98.0944	very_strong	CGTRNA_RS09060	TU_1074	Cgl1823	-	1935912	1935862	1936212	6255	6255	351	15	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_85	NC_006958.1	1926210	1939933	1929657	1009	2.3644	98.0944	very_strong	CGTRNA_RS09060	TU_1075	Cgl1823	-	1935912	1935862	1936212	6255	6255	351	16	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_85	NC_006958.1	1926210	1939933	1929657	1009	2.3644	98.0944	very_strong	CGTRNA_RS09060	TU_1076	Cgl1823	-	1935912	1935862	1936212	6255	6255	351	17	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_85	NC_006958.1	1926210	1939933	1929657	1009	2.3644	98.0944	very_strong	CGTRNA_RS09060	TU_1077	Cgl1824	+	1936226	1935926	1936276	-6569	6569	351	18	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_85	NC_006958.1	1926210	1939933	1929657	1009	2.3644	98.0944	very_strong	CGTRNA_RS09060	TU_1078	Cgl1825	+	1937202	1936902	1937252	-7545	7545	351	19	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_85	NC_006958.1	1926210	1939933	1929657	1009	2.3644	98.0944	very_strong	CGTRNA_RS09060	TU_1079	Cgl1825	+	1937202	1936902	1937252	-7545	7545	351	20	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_85	NC_006958.1	1926210	1939933	1929657	1009	2.3644	98.0944	very_strong	CGTRNA_RS09060	TU_1080	Cgl1826	-	1938019	1937969	1938319	8362	8362	351	21	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_85	NC_006958.1	1926210	1939933	1929657	1009	2.3644	98.0944	very_strong	CGTRNA_RS09060	TU_1081	Cgl1827	+	1938945	1938645	1938995	-9288	9288	351	22	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_85	NC_006958.1	1926210	1939933	1929657	1009	2.3644	98.0944	very_strong	CGTRNA_RS09060	TU_1082	Cgl1828	-	1939064	1939014	1939364	9407	9407	351	23	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_57	NC_006958.1	1809373	1814135	1811109	997	2.1484	96.9734	very_strong	CGTRNA_RS08590	TU_989	Cgl1715	+	1811564	1811264	1811614	-455	455	351	1	primary	upstream_near_TU	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_57	NC_006958.1	1809373	1814135	1811109	997	2.1484	96.9734	very_strong	CGTRNA_RS08590	TU_988	Cgl1714-Cgl1715	+	1810541	1810241	1810591	568	568	351	2	secondary	inside_transcribed_region	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_57	NC_006958.1	1809373	1814135	1811109	997	2.1484	96.9734	very_strong	CGTRNA_RS08590	TU_2431	ppp2	+	1812215	1811915	1812265	-1106	1106	351	3	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_57	NC_006958.1	1809373	1814135	1811109	997	2.1484	96.9734	very_strong	CGTRNA_RS08590	TU_2524	res	+	1809761	1809461	1809811	1348	1348	351	4	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_57	NC_006958.1	1809373	1814135	1811109	997	2.1484	96.9734	very_strong	CGTRNA_RS08590	TU_990	Cgl1717	+	1812881	1812581	1812931	-1772	1772	351	5	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_57	NC_006958.1	1809373	1814135	1811109	997	2.1484	96.9734	very_strong	CGTRNA_RS08590	TU_991	Cgl1718	+	1813780	1813480	1813830	-2671	2671	351	6	secondary	intergenic_unassigned	promoter
Cgl2111	Cgl2111-1	Cgl2111-1_peak_56	NC_006958.1	1803199	1805337	1804602	978	2.53075	95.0709	very_strong	CGTRNA_RS08540	TU_985	Cgl1707	+	1804919	1804619	1804969	-317	317	351	1	primary	upstream_near_TU	gene_body
